"","accID","accType","accSize","accTargets","district","month","sales","qty","strategy1","strategy2","strategy3","salesVisit1","salesVisit2","salesVisit3","salesVisit4","salesVisit5","compBrand"
"754","XYZ-987049","Polyclinic",579,21,3,2014-07-01,1704730,16,0,0,0,0,2175000,6e+05,0,0,4
"755","XYZ-987049","Polyclinic",579,21,3,2014-08-01,1704730,16,0,0,0,0,1425000,0,0,0,4
"756","XYZ-987049","Polyclinic",579,21,3,2014-09-01,2557096,25,0,0,0,0,1275000,0,0,0,4
"757","XYZ-987049","Polyclinic",579,21,3,2014-10-01,1704730,16,0,0,0,0,2475000,75000,0,0,4
"758","XYZ-987049","Polyclinic",579,21,3,2014-11-01,1704730,16,0,0,0,0,2550000,0,0,0,4
"759","XYZ-987049","Polyclinic",579,21,3,2014-12-01,852365,8,0,0,0,0,1125000,150000,0,0,4
"760","XYZ-987049","Polyclinic",579,21,3,2015-01-01,2557096,25,0,0,0,0,1275000,150000,0,0,4
"761","XYZ-987049","Polyclinic",579,21,3,2015-02-01,2557096,25,0,0,0,0,1125000,0,0,0,4
"762","XYZ-987049","Polyclinic",579,21,3,2015-03-01,1704730,16,0,89159,0,0,1575000,75000,0,0,4
"763","XYZ-987049","Polyclinic",579,21,3,2015-04-01,3409461,33,0,0,0,0,1650000,150000,0,0,4
"764","XYZ-987049","Polyclinic",579,21,3,2015-05-01,2557096,25,98181,570000,0,0,1575000,225000,0,0,4
"765","XYZ-987049","Polyclinic",579,21,3,2015-06-01,2557096,25,0,0,0,0,1200000,225000,0,0,5
"766","XYZ-987049","Polyclinic",579,21,3,2015-07-01,7671287,74,0,0,0,0,1875000,225000,0,0,5
"767","XYZ-987049","Polyclinic",579,21,3,2015-08-01,7671287,74,0,0,0,0,1050000,375000,0,0,5
"768","XYZ-987049","Polyclinic",579,21,3,2015-09-01,4261826,41,0,0,0,0,525000,225000,0,0,5
"769","XYZ-987050","Private Clinic",250,9,3,2013-10-01,5966556,57,0,0,0,0,0,6e+05,0,0,4
"770","XYZ-987050","Private Clinic",250,9,3,2013-11-01,5114191,49,0,0,0,0,0,450000,0,0,4
"771","XYZ-987050","Private Clinic",250,9,3,2013-12-01,5114191,49,0,0,0,0,0,225000,0,0,4
"772","XYZ-987050","Private Clinic",250,9,3,2014-01-01,8523652,82,0,0,0,0,75000,375000,0,0,4
"773","XYZ-987050","Private Clinic",250,9,3,2014-02-01,6818921,66,0,0,0,0,3e+05,0,0,0,4
"774","XYZ-987050","Private Clinic",250,9,3,2014-03-01,9376017,90,0,479500,0,0,375000,150000,0,0,4
"775","XYZ-987050","Private Clinic",250,9,3,2014-04-01,11080747,107,0,641375,0,0,1050000,0,0,0,4
"776","XYZ-987050","Private Clinic",250,9,3,2014-05-01,8523652,82,0,0,0,0,750000,0,0,0,4
"777","XYZ-987050","Private Clinic",250,9,3,2014-06-01,11080747,107,0,0,0,0,9e+05,0,0,0,4
"778","XYZ-987050","Private Clinic",250,9,3,2014-07-01,4261826,41,0,488250,0,0,1200000,0,0,0,4
"779","XYZ-987050","Private Clinic",250,9,3,2014-08-01,25570955,246,0,0,0,0,6e+05,0,0,0,4
"780","XYZ-987050","Private Clinic",250,9,3,2014-09-01,25570955,246,0,0,0,0,6e+05,0,0,0,4
"781","XYZ-987050","Private Clinic",250,9,3,2014-10-01,9376017,90,0,393750,0,0,825000,0,0,0,4
"782","XYZ-987050","Private Clinic",250,9,3,2014-11-01,8523652,82,0,0,0,0,6e+05,0,75000,0,4
"783","XYZ-987050","Private Clinic",250,9,3,2014-12-01,4261826,41,0,542568,0,0,375000,225000,75000,0,4
"784","XYZ-987050","Private Clinic",250,9,3,2015-01-01,13637843,131,0,0,0,0,9e+05,0,0,0,4
"785","XYZ-987050","Private Clinic",250,9,3,2015-02-01,17047304,164,0,317142,0,0,750000,75000,0,0,4
"786","XYZ-987050","Private Clinic",250,9,3,2015-03-01,4261826,41,0,642250,0,0,825000,0,0,0,4
"787","XYZ-987050","Private Clinic",250,9,3,2015-04-01,8523652,82,0,477750,0,0,1200000,0,0,0,4
"788","XYZ-987050","Private Clinic",250,9,3,2015-05-01,7671287,74,0,701550,0,0,9e+05,0,0,0,4
"789","XYZ-987050","Private Clinic",250,9,3,2015-06-01,5966556,57,0,0,0,0,6e+05,0,0,0,5
"790","XYZ-987050","Private Clinic",250,9,3,2015-07-01,12785478,123,0,272720,0,0,225000,75000,0,0,5
"791","XYZ-987050","Private Clinic",250,9,3,2015-08-01,0,0,0,0,0,0,525000,75000,0,0,5
"792","XYZ-987050","Private Clinic",250,9,3,2015-09-01,4261826,41,0,719576,0,0,750000,150000,0,0,5
"793","XYZ-987052","Hospital",200,9,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"794","XYZ-987052","Hospital",200,9,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"795","XYZ-987052","Hospital",200,9,3,2013-12-01,852365,8,0,0,0,0,3e+05,675000,0,0,4
"796","XYZ-987052","Hospital",200,9,3,2014-01-01,0,0,0,450625,0,0,675000,6e+05,0,0,4
"797","XYZ-987052","Hospital",200,9,3,2014-02-01,2130913,8,0,569408,0,0,450000,1500000,0,0,4
"798","XYZ-987052","Hospital",200,9,3,2014-03-01,852365,8,0,35360,0,75000,375000,6e+05,0,150000,4
"799","XYZ-987052","Hospital",200,9,3,2014-04-01,0,0,456260,0,0,0,6e+05,3e+05,75000,0,4
"800","XYZ-987052","Hospital",200,9,3,2014-05-01,852365,8,0,1020450,0,0,450000,375000,0,75000,4
"801","XYZ-987052","Hospital",200,9,3,2014-06-01,852365,8,0,0,0,0,6e+05,225000,75000,0,4
"802","XYZ-987052","Hospital",200,9,3,2014-07-01,0,0,0,1007600,0,150000,1125000,150000,0,0,4
"803","XYZ-987052","Hospital",200,9,3,2014-08-01,852365,8,0,0,0,150000,750000,0,150000,0,4
"804","XYZ-987052","Hospital",200,9,3,2014-09-01,852365,8,67088,892450,0,225000,450000,150000,0,0,4
"805","XYZ-987052","Hospital",200,9,3,2014-10-01,2130913,8,0,95000,329760,6e+05,525000,150000,75000,75000,4
"806","XYZ-987052","Hospital",200,9,3,2014-11-01,852365,8,0,0,0,825000,3e+05,0,0,0,4
"807","XYZ-987052","Hospital",200,9,3,2014-12-01,2983278,16,30000,0,0,375000,675000,0,0,0,4
"808","XYZ-987052","Hospital",200,9,3,2015-01-01,0,0,0,9450,0,0,750000,225000,0,0,4
"809","XYZ-987052","Hospital",200,9,3,2015-02-01,852365,8,0,360000,0,0,6e+05,75000,0,0,4
"810","XYZ-987052","Hospital",200,9,3,2015-03-01,852365,8,0,194966,0,0,9e+05,0,0,0,4
"811","XYZ-987052","Hospital",200,9,3,2015-04-01,0,0,0,0,0,0,9e+05,75000,0,0,4
"812","XYZ-987052","Hospital",200,9,3,2015-05-01,2983278,16,0,0,0,0,750000,75000,0,0,4
"813","XYZ-987052","Hospital",200,9,3,2015-06-01,852365,8,0,0,0,0,450000,75000,0,0,5
"814","XYZ-987052","Hospital",200,9,3,2015-07-01,4688008,33,0,407500,0,0,1125000,75000,0,0,5
"815","XYZ-987052","Hospital",200,9,3,2015-08-01,2983278,16,0,0,0,0,1125000,0,0,0,5
"816","XYZ-987052","Hospital",200,9,3,2015-09-01,852365,8,0,0,0,0,825000,0,0,0,5
"817","XYZ-987054","Hospital",310,10,3,2013-10-01,852365,8,0,0,0,0,0,0,0,0,4
"818","XYZ-987054","Hospital",310,10,3,2013-11-01,852365,8,0,0,0,0,0,0,0,0,4
"819","XYZ-987054","Hospital",310,10,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"820","XYZ-987054","Hospital",310,10,3,2014-01-01,852365,8,0,0,0,0,525000,6e+05,0,0,4
"821","XYZ-987054","Hospital",310,10,3,2014-02-01,852365,8,0,0,0,0,0,0,0,0,4
"822","XYZ-987054","Hospital",310,10,3,2014-03-01,2557096,25,0,0,0,0,525000,9e+05,0,0,4
"823","XYZ-987054","Hospital",310,10,3,2014-04-01,1704730,16,0,0,0,0,150000,1125000,0,0,4
"824","XYZ-987054","Hospital",310,10,3,2014-05-01,852365,8,0,0,0,0,150000,825000,0,0,4
"825","XYZ-987054","Hospital",310,10,3,2014-06-01,2557096,25,178512,115200,0,0,150000,1125000,0,0,4
"826","XYZ-987054","Hospital",310,10,3,2014-07-01,4261826,41,0,0,0,0,375000,1350000,0,0,4
"827","XYZ-987054","Hospital",310,10,3,2014-08-01,2557096,25,0,0,0,0,150000,1125000,0,0,4
"828","XYZ-987054","Hospital",310,10,3,2014-09-01,2557096,25,0,124680,0,0,150000,975000,0,0,4
"829","XYZ-987054","Hospital",310,10,3,2014-10-01,4261826,41,0,0,247317,0,150000,1200000,0,0,4
"830","XYZ-987054","Hospital",310,10,3,2014-11-01,4261826,41,0,0,0,0,75000,1125000,0,0,4
"831","XYZ-987054","Hospital",310,10,3,2014-12-01,5966556,57,0,1404123,0,0,75000,1500000,0,75000,4
"832","XYZ-987054","Hospital",310,10,3,2015-01-01,6818921,66,0,0,0,0,75000,825000,0,0,4
"833","XYZ-987054","Hospital",310,10,3,2015-02-01,5114191,49,0,0,0,0,150000,1200000,0,0,4
"834","XYZ-987054","Hospital",310,10,3,2015-03-01,5966556,57,0,0,0,0,450000,1350000,0,0,4
"835","XYZ-987054","Hospital",310,10,3,2015-04-01,7671287,74,93007,0,0,0,450000,1575000,0,0,4
"836","XYZ-987054","Hospital",310,10,3,2015-05-01,5966556,57,0,1193200,0,0,375000,825000,0,0,4
"837","XYZ-987054","Hospital",310,10,3,2015-06-01,4261826,41,0,0,0,0,150000,75000,0,0,5
"838","XYZ-987054","Hospital",310,10,3,2015-07-01,4261826,41,0,0,0,0,75000,3e+05,0,0,5
"839","XYZ-987054","Hospital",310,10,3,2015-08-01,7671287,74,0,0,0,0,450000,6e+05,0,0,5
"840","XYZ-987054","Hospital",310,10,3,2015-09-01,7671287,74,0,0,0,0,450000,525000,0,0,5
"841","XYZ-987056","Polyclinic",20,2,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"842","XYZ-987056","Polyclinic",20,2,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"843","XYZ-987056","Polyclinic",20,2,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"844","XYZ-987056","Polyclinic",20,2,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"845","XYZ-987056","Polyclinic",20,2,3,2014-02-01,0,0,0,0,0,0,0,0,0,0,4
"846","XYZ-987056","Polyclinic",20,2,3,2014-03-01,0,0,0,0,0,0,0,0,0,0,4
"847","XYZ-987056","Polyclinic",20,2,3,2014-04-01,0,0,0,0,0,0,0,0,0,0,4
"848","XYZ-987056","Polyclinic",20,2,3,2014-05-01,0,0,0,0,0,0,0,0,0,0,4
"849","XYZ-987056","Polyclinic",20,2,3,2014-06-01,0,0,0,0,0,0,0,0,0,0,4
"850","XYZ-987056","Polyclinic",20,2,3,2014-07-01,0,0,0,0,0,0,0,0,0,0,4
"851","XYZ-987056","Polyclinic",20,2,3,2014-08-01,0,0,0,0,0,0,225000,0,0,0,4
"852","XYZ-987056","Polyclinic",20,2,3,2014-09-01,0,0,0,9750,0,0,225000,0,0,0,4
"853","XYZ-987056","Polyclinic",20,2,3,2014-10-01,0,0,0,0,0,0,150000,0,0,0,4
"854","XYZ-987056","Polyclinic",20,2,3,2014-11-01,0,0,0,0,0,0,225000,0,0,0,4
"855","XYZ-987056","Polyclinic",20,2,3,2014-12-01,0,0,0,0,0,0,0,0,0,0,4
"856","XYZ-987056","Polyclinic",20,2,3,2015-01-01,0,0,0,0,0,0,0,0,0,0,4
"857","XYZ-987056","Polyclinic",20,2,3,2015-02-01,0,0,0,0,0,0,0,0,0,0,4
"858","XYZ-987056","Polyclinic",20,2,3,2015-03-01,0,0,0,7850,0,0,3e+05,0,0,0,4
"859","XYZ-987056","Polyclinic",20,2,3,2015-04-01,0,0,0,10450,0,0,150000,0,0,0,4
"860","XYZ-987056","Polyclinic",20,2,3,2015-05-01,852365,8,0,0,0,0,150000,0,0,0,4
"861","XYZ-987056","Polyclinic",20,2,3,2015-06-01,0,0,0,0,0,0,150000,0,0,0,5
"862","XYZ-987056","Polyclinic",20,2,3,2015-07-01,852365,8,0,0,0,0,150000,0,0,0,5
"863","XYZ-987056","Polyclinic",20,2,3,2015-08-01,0,0,0,0,0,0,375000,75000,0,0,5
"864","XYZ-987056","Polyclinic",20,2,3,2015-09-01,852365,8,0,0,0,0,150000,150000,0,0,5
"865","XYZ-987059","Hospital",30,2,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"866","XYZ-987059","Hospital",30,2,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"867","XYZ-987059","Hospital",30,2,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"868","XYZ-987059","Hospital",30,2,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"869","XYZ-987059","Hospital",30,2,3,2014-02-01,0,0,0,0,0,0,75000,0,0,0,4
"870","XYZ-987059","Hospital",30,2,3,2014-03-01,0,0,0,0,0,0,75000,0,0,0,4
"871","XYZ-987059","Hospital",30,2,3,2014-04-01,0,0,0,0,0,0,75000,0,0,0,4
"872","XYZ-987059","Hospital",30,2,3,2014-05-01,0,0,0,0,0,0,75000,0,0,0,4
"873","XYZ-987059","Hospital",30,2,3,2014-06-01,0,0,0,0,0,0,0,0,0,0,4
"874","XYZ-987059","Hospital",30,2,3,2014-07-01,0,0,0,0,0,0,75000,0,0,0,4
"875","XYZ-987059","Hospital",30,2,3,2014-08-01,0,0,0,0,0,0,0,0,0,0,4
"876","XYZ-987059","Hospital",30,2,3,2014-09-01,0,0,0,0,0,0,75000,0,0,0,4
"877","XYZ-987059","Hospital",30,2,3,2014-10-01,0,0,0,0,0,0,75000,0,0,0,4
"878","XYZ-987059","Hospital",30,2,3,2014-11-01,0,0,0,0,0,0,75000,0,0,0,4
"879","XYZ-987059","Hospital",30,2,3,2014-12-01,0,0,0,0,0,0,75000,0,0,0,4
"880","XYZ-987059","Hospital",30,2,3,2015-01-01,0,0,0,0,0,0,225000,0,0,0,4
"881","XYZ-987059","Hospital",30,2,3,2015-02-01,0,0,0,0,0,0,150000,0,0,0,4
"882","XYZ-987059","Hospital",30,2,3,2015-03-01,0,0,0,25200,0,0,150000,75000,0,0,4
"883","XYZ-987059","Hospital",30,2,3,2015-04-01,852365,8,0,25760,0,0,150000,0,0,0,4
"884","XYZ-987059","Hospital",30,2,3,2015-05-01,0,0,0,0,0,0,75000,0,0,0,4
"885","XYZ-987059","Hospital",30,2,3,2015-06-01,0,0,0,0,0,0,0,0,0,0,5
"886","XYZ-987059","Hospital",30,2,3,2015-07-01,0,0,0,0,0,0,75000,0,0,0,5
"887","XYZ-987059","Hospital",30,2,3,2015-08-01,0,0,0,0,0,0,75000,0,0,0,5
"888","XYZ-987059","Hospital",30,2,3,2015-09-01,852365,8,0,0,0,0,0,0,0,0,5
"889","XYZ-987060","Polyclinic",60,2,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"890","XYZ-987060","Polyclinic",60,2,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"891","XYZ-987060","Polyclinic",60,2,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"892","XYZ-987060","Polyclinic",60,2,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"893","XYZ-987060","Polyclinic",60,2,3,2014-02-01,0,0,0,0,0,0,150000,0,0,0,4
"894","XYZ-987060","Polyclinic",60,2,3,2014-03-01,0,0,0,0,0,0,150000,0,0,0,4
"895","XYZ-987060","Polyclinic",60,2,3,2014-04-01,0,0,0,0,0,0,150000,0,0,0,4
"896","XYZ-987060","Polyclinic",60,2,3,2014-05-01,0,0,0,0,0,0,150000,0,0,0,4
"897","XYZ-987060","Polyclinic",60,2,3,2014-06-01,0,0,0,0,0,0,0,0,0,0,4
"898","XYZ-987060","Polyclinic",60,2,3,2014-07-01,1704730,16,0,0,0,0,150000,0,0,0,4
"899","XYZ-987060","Polyclinic",60,2,3,2014-08-01,0,0,0,0,0,0,0,0,0,0,4
"900","XYZ-987060","Polyclinic",60,2,3,2014-09-01,0,0,0,0,0,0,150000,0,0,0,4
"901","XYZ-987060","Polyclinic",60,2,3,2014-10-01,0,0,0,0,0,0,150000,0,0,0,4
"902","XYZ-987060","Polyclinic",60,2,3,2014-11-01,0,0,0,0,0,0,150000,0,0,0,4
"903","XYZ-987060","Polyclinic",60,2,3,2014-12-01,0,0,0,0,0,0,150000,0,0,0,4
"904","XYZ-987060","Polyclinic",60,2,3,2015-01-01,0,0,0,0,0,0,375000,0,0,0,4
"905","XYZ-987060","Polyclinic",60,2,3,2015-02-01,0,0,0,0,0,0,3e+05,0,0,0,4
"906","XYZ-987060","Polyclinic",60,2,3,2015-03-01,0,0,0,0,0,0,150000,75000,0,0,4
"907","XYZ-987060","Polyclinic",60,2,3,2015-04-01,0,0,0,0,0,0,3e+05,0,0,0,4
"908","XYZ-987060","Polyclinic",60,2,3,2015-05-01,0,0,0,0,0,0,150000,0,0,0,4
"909","XYZ-987060","Polyclinic",60,2,3,2015-06-01,0,0,0,0,0,0,0,0,0,0,5
"910","XYZ-987060","Polyclinic",60,2,3,2015-07-01,0,0,0,0,0,0,150000,0,0,0,5
"911","XYZ-987060","Polyclinic",60,2,3,2015-08-01,0,0,0,0,0,0,75000,0,0,0,5
"912","XYZ-987060","Polyclinic",60,2,3,2015-09-01,0,0,0,0,0,0,75000,0,0,0,5
"913","XYZ-987061","Polyclinic",0,1,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"914","XYZ-987061","Polyclinic",0,1,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"915","XYZ-987061","Polyclinic",0,1,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"916","XYZ-987061","Polyclinic",0,1,3,2014-01-01,852365,8,0,0,0,0,0,0,0,0,4
"917","XYZ-987061","Polyclinic",0,1,3,2014-02-01,0,0,0,0,0,0,0,150000,0,0,4
"918","XYZ-987061","Polyclinic",0,1,3,2014-03-01,0,0,0,0,0,0,0,75000,0,0,4
"919","XYZ-987061","Polyclinic",0,1,3,2014-04-01,0,0,0,0,0,0,0,0,0,0,4
"920","XYZ-987061","Polyclinic",0,1,3,2014-05-01,0,0,0,0,0,0,0,0,0,0,4
"921","XYZ-987061","Polyclinic",0,1,3,2014-06-01,0,0,0,0,0,0,0,0,0,0,4
"922","XYZ-987061","Polyclinic",0,1,3,2014-07-01,0,0,0,0,0,0,0,0,0,0,4
"923","XYZ-987061","Polyclinic",0,1,3,2014-08-01,0,0,52727,0,0,0,450000,0,0,0,4
"924","XYZ-987061","Polyclinic",0,1,3,2014-09-01,0,0,0,0,0,0,150000,75000,0,0,4
"925","XYZ-987061","Polyclinic",0,1,3,2014-10-01,0,0,0,0,0,0,3e+05,75000,0,0,4
"926","XYZ-987061","Polyclinic",0,1,3,2014-11-01,0,0,0,0,0,0,3e+05,0,0,0,4
"927","XYZ-987061","Polyclinic",0,1,3,2014-12-01,0,0,0,0,0,0,3e+05,0,0,0,4
"928","XYZ-987061","Polyclinic",0,1,3,2015-01-01,0,0,0,0,0,0,3e+05,0,0,0,4
"929","XYZ-987061","Polyclinic",0,1,3,2015-02-01,852365,8,0,0,0,0,375000,0,0,0,4
"930","XYZ-987061","Polyclinic",0,1,3,2015-03-01,0,0,0,0,0,0,3e+05,0,0,0,4
"931","XYZ-987061","Polyclinic",0,1,3,2015-04-01,0,0,0,0,0,0,150000,0,0,0,4
"932","XYZ-987061","Polyclinic",0,1,3,2015-05-01,0,0,0,19932,0,0,3e+05,0,0,0,4
"933","XYZ-987061","Polyclinic",0,1,3,2015-06-01,0,0,0,0,0,0,0,0,0,0,5
"934","XYZ-987061","Polyclinic",0,1,3,2015-07-01,852365,8,0,0,0,0,150000,0,0,0,5
"935","XYZ-987061","Polyclinic",0,1,3,2015-08-01,0,0,0,0,0,0,3e+05,0,0,0,5
"936","XYZ-987061","Polyclinic",0,1,3,2015-09-01,0,0,0,0,0,0,225000,75000,0,0,5
"937","XYZ-987062","Private Clinic",12,3,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"938","XYZ-987062","Private Clinic",12,3,3,2013-11-01,2130913,8,0,0,0,0,0,0,0,0,4
"939","XYZ-987062","Private Clinic",12,3,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"940","XYZ-987062","Private Clinic",12,3,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"941","XYZ-987062","Private Clinic",12,3,3,2014-02-01,0,0,0,0,0,0,0,0,0,0,4
"942","XYZ-987062","Private Clinic",12,3,3,2014-03-01,0,0,0,0,0,0,0,0,0,0,4
"943","XYZ-987062","Private Clinic",12,3,3,2014-04-01,0,0,0,0,0,0,0,0,0,0,4
"944","XYZ-987062","Private Clinic",12,3,3,2014-05-01,0,0,0,0,0,0,0,0,0,0,4
"945","XYZ-987062","Private Clinic",12,3,3,2014-06-01,0,0,0,0,0,0,0,0,0,0,4
"946","XYZ-987062","Private Clinic",12,3,3,2014-07-01,0,0,0,0,0,0,0,0,0,0,4
"947","XYZ-987062","Private Clinic",12,3,3,2014-08-01,2130913,8,0,0,0,0,0,0,0,0,4
"948","XYZ-987062","Private Clinic",12,3,3,2014-09-01,0,0,0,0,0,0,0,0,0,0,4
"949","XYZ-987062","Private Clinic",12,3,3,2014-10-01,0,0,0,0,0,0,0,0,0,0,4
"950","XYZ-987062","Private Clinic",12,3,3,2014-11-01,0,0,0,0,0,0,0,0,0,0,4
"951","XYZ-987062","Private Clinic",12,3,3,2014-12-01,0,0,0,0,0,0,0,0,0,0,4
"952","XYZ-987062","Private Clinic",12,3,3,2015-01-01,0,0,0,148000,0,0,0,0,0,0,4
"953","XYZ-987062","Private Clinic",12,3,3,2015-02-01,2130913,8,0,0,0,0,150000,0,0,0,4
"954","XYZ-987062","Private Clinic",12,3,3,2015-03-01,0,0,82392,0,0,0,75000,0,0,0,4
"955","XYZ-987062","Private Clinic",12,3,3,2015-04-01,0,0,0,0,0,0,75000,0,0,0,4
"956","XYZ-987062","Private Clinic",12,3,3,2015-05-01,0,0,0,0,0,0,150000,0,0,0,4
"957","XYZ-987062","Private Clinic",12,3,3,2015-06-01,0,0,0,0,0,0,75000,0,0,0,5
"958","XYZ-987062","Private Clinic",12,3,3,2015-07-01,0,0,0,0,0,0,75000,0,0,0,5
"959","XYZ-987062","Private Clinic",12,3,3,2015-08-01,0,0,0,0,0,0,3e+05,0,0,0,5
"960","XYZ-987062","Private Clinic",12,3,3,2015-09-01,0,0,0,0,0,0,3e+05,0,0,0,5
"961","XYZ-987063","Polyclinic",150,3,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"962","XYZ-987063","Polyclinic",150,3,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"963","XYZ-987063","Polyclinic",150,3,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"964","XYZ-987063","Polyclinic",150,3,3,2014-01-01,0,0,0,0,0,0,150000,0,0,0,4
"965","XYZ-987063","Polyclinic",150,3,3,2014-02-01,0,0,0,0,0,0,0,0,0,0,4
"966","XYZ-987063","Polyclinic",150,3,3,2014-03-01,0,0,0,0,0,0,0,0,0,0,4
"967","XYZ-987063","Polyclinic",150,3,3,2014-04-01,0,0,0,0,0,0,225000,75000,0,0,4
"968","XYZ-987063","Polyclinic",150,3,3,2014-05-01,0,0,0,0,0,0,225000,0,0,0,4
"969","XYZ-987063","Polyclinic",150,3,3,2014-06-01,0,0,0,0,0,0,150000,0,0,0,4
"970","XYZ-987063","Polyclinic",150,3,3,2014-07-01,0,0,0,0,0,0,150000,0,0,0,4
"971","XYZ-987063","Polyclinic",150,3,3,2014-08-01,0,0,0,0,0,0,150000,0,0,0,4
"972","XYZ-987063","Polyclinic",150,3,3,2014-09-01,0,0,0,0,0,0,150000,0,0,0,4
"973","XYZ-987063","Polyclinic",150,3,3,2014-10-01,0,0,0,0,0,0,225000,0,0,0,4
"974","XYZ-987063","Polyclinic",150,3,3,2014-11-01,0,0,0,0,0,0,75000,75000,0,0,4
"975","XYZ-987063","Polyclinic",150,3,3,2014-12-01,0,0,0,0,0,0,150000,0,0,0,4
"976","XYZ-987063","Polyclinic",150,3,3,2015-01-01,0,0,0,0,0,0,150000,0,0,0,4
"977","XYZ-987063","Polyclinic",150,3,3,2015-02-01,3409461,33,0,30000,0,0,3e+05,0,0,0,4
"978","XYZ-987063","Polyclinic",150,3,3,2015-03-01,2557096,25,0,0,0,0,150000,0,0,0,4
"979","XYZ-987063","Polyclinic",150,3,3,2015-04-01,2557096,25,0,18500,0,0,150000,0,0,0,4
"980","XYZ-987063","Polyclinic",150,3,3,2015-05-01,3409461,33,0,0,0,0,150000,0,0,0,4
"981","XYZ-987063","Polyclinic",150,3,3,2015-06-01,1704730,16,0,35332,0,0,150000,0,0,0,5
"982","XYZ-987063","Polyclinic",150,3,3,2015-07-01,3409461,33,0,0,0,0,0,0,0,0,5
"983","XYZ-987063","Polyclinic",150,3,3,2015-08-01,3409461,33,0,0,0,0,0,0,0,0,5
"984","XYZ-987063","Polyclinic",150,3,3,2015-09-01,3409461,33,0,28330,0,0,375000,75000,0,0,5
"985","XYZ-987065","Polyclinic",20,2,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"986","XYZ-987065","Polyclinic",20,2,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"987","XYZ-987065","Polyclinic",20,2,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"988","XYZ-987065","Polyclinic",20,2,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"989","XYZ-987065","Polyclinic",20,2,3,2014-02-01,0,0,0,0,0,0,0,0,0,0,4
"990","XYZ-987065","Polyclinic",20,2,3,2014-03-01,0,0,0,0,0,0,0,0,0,0,4
"991","XYZ-987065","Polyclinic",20,2,3,2014-04-01,0,0,0,0,0,0,0,0,0,0,4
"992","XYZ-987065","Polyclinic",20,2,3,2014-05-01,0,0,0,0,0,0,0,0,0,0,4
"993","XYZ-987065","Polyclinic",20,2,3,2014-06-01,0,0,0,0,0,0,0,0,0,0,4
"994","XYZ-987065","Polyclinic",20,2,3,2014-07-01,0,0,0,0,0,0,75000,0,0,0,4
"995","XYZ-987065","Polyclinic",20,2,3,2014-08-01,0,0,0,0,0,0,0,0,0,0,4
"996","XYZ-987065","Polyclinic",20,2,3,2014-09-01,0,0,186500,0,0,0,0,150000,0,0,4
"997","XYZ-987065","Polyclinic",20,2,3,2014-10-01,0,0,0,566568,0,0,150000,0,0,0,4
"998","XYZ-987065","Polyclinic",20,2,3,2014-11-01,0,0,0,0,0,0,150000,150000,0,0,4
"999","XYZ-987065","Polyclinic",20,2,3,2014-12-01,0,0,0,0,0,0,75000,75000,0,0,4
"1000","XYZ-987065","Polyclinic",20,2,3,2015-01-01,0,0,0,0,0,0,150000,0,0,0,4
"1001","XYZ-987065","Polyclinic",20,2,3,2015-02-01,0,0,0,0,0,0,525000,0,0,0,4
"1002","XYZ-987065","Polyclinic",20,2,3,2015-03-01,0,0,5e+05,0,0,0,6e+05,0,0,0,4
"1003","XYZ-987065","Polyclinic",20,2,3,2015-04-01,0,0,0,0,0,0,375000,0,0,0,4
"1004","XYZ-987065","Polyclinic",20,2,3,2015-05-01,852365,8,0,0,0,0,450000,0,0,0,4
"1005","XYZ-987065","Polyclinic",20,2,3,2015-06-01,852365,8,0,22125,0,0,3e+05,0,0,0,5
"1006","XYZ-987065","Polyclinic",20,2,3,2015-07-01,0,0,0,0,0,0,750000,0,0,0,5
